collect_date,review_date,product_id,product_name,review_no,review_type,rating,review_text,author,user_height,user_weight,option,helpful,comment_count,has_image,image_urls,survey_size,survey_width,survey_comfort,survey_instep,url
2026-04-21 22:57:48,2026-03-13,5733085,심리스 와이드 헤드밴드  SOGY VPOR,82921935,일반,5,"핏이 진짜 예뻐요 👍 처음 받았을 때 원단이 생각보다 탄탄해서 놀랐고, 입어보니까 핏이 깔끔하게 떨어집니다. 과하게 붙지 않고 자연스럽게 라인이 잡혀서 데일리로 입기 좋아요.",호멍이,,,Solar Grey/Vapor · One Size,0,0,False,,,,,,https://www.musinsa.com/products/5733085#review_82921935
2026-04-21 22:57:48,2026-03-12,5733085,심리스 와이드 헤드밴드  SOGY VPOR,82901252,일반,5,원하던 색상이예요 흘러내림이없고 소두같이 보입니다  짱짱해요,흐르는검정웜톤,,,Solar Grey/Vapor · One Size,0,0,True,https://www.musinsa.com/data/estimate/5733085_0/d619a1535a064d7f811de2d5731af0ff.jpg,,,,,https://www.musinsa.com/products/5733085#review_82901252
2026-04-21 22:57:48,2026-03-11,5733085,심리스 와이드 헤드밴드  SOGY VPOR,82889124,일반,5,피부에 닿는느낌이 너무좋아요 디자인도 무난하게 자주착용 할 것 같아요,멜론22,,,Solar Grey/Vapor · One Size,0,0,True,https://www.musinsa.com/data/estimate/5733085_0/d9b93d6442094bfa93d5808d44fccff1.jpg,,,,,https://www.musinsa.com/products/5733085#review_82889124
2026-04-21 22:57:48,2026-03-11,5733085,심리스 와이드 헤드밴드  SOGY VPOR,82869697,일반,5,지금까지.착용한 밴드중에ㅡ제일 짱짱하고 촉감 좋음,깊은핫핑크페도라,,,Solar Grey/Vapor · One Size,0,0,False,,,,,,https://www.musinsa.com/products/5733085#review_82869697
2026-04-21 22:57:48,2026-03-08,5733085,심리스 와이드 헤드밴드  SOGY VPOR,82805692,일반,5,좋아요 잘 받았습니다 감사합니다 굿굿 고마워요,찬란한북촌퍼프,,,Solar Grey/Vapor · One Size,0,0,False,,,,,,https://www.musinsa.com/products/5733085#review_82805692
2026-04-21 22:57:48,2026-03-07,5733085,심리스 와이드 헤드밴드  SOGY VPOR,82791084,일반,5,역시 룰루레몬 너무나도 이쁘고 흡수가 빠르네여,나이키짱조아,,,Solar Grey/Vapor · One Size,0,0,False,,,,,,https://www.musinsa.com/products/5733085#review_82791084
2026-04-21 22:57:48,2026-03-04,5733085,심리스 와이드 헤드밴드  SOGY VPOR,82720917,일반,5,러닝을 해서 헤드밴드만 6개 있는데 역시 룰루레몬이 젤 편하네요,시쁨바비파파,,,Solar Grey/Vapor · One Size,0,0,True,https://www.musinsa.com/data/estimate/5733085_0/332edfb46f434202a8a458583d3472a9.jpg,,,,,https://www.musinsa.com/products/5733085#review_82720917
2026-04-21 22:57:48,2026-02-26,5733085,심리스 와이드 헤드밴드  SOGY VPOR,82589679,일반,5,룰루레몬 심리스 와이드 헤드밴드 아모띠 헤어밴드라 구매했어요. 러닝할때 참 좋습니다.,산만한브라운정장,,,Solar Grey/Vapor · One Size,0,0,True,https://www.musinsa.com/data/estimate/5733085_0/66b9e48af75b4ee6a7473432192e7644.png,,,,,https://www.musinsa.com/products/5733085#review_82589679
2026-04-21 22:57:48,2026-02-25,5733085,심리스 와이드 헤드밴드  SOGY VPOR,82545303,일반,5,룰루레몬 머리띠는 뭐 국룰이쥬 ㄱ색상만다양하면좋을듯,쿨방119,,,Solar Grey/Vapor · One Size,0,0,True,https://www.musinsa.com/data/estimate/5733085_0/fe85a783608740c9b0374c4724f0967c.jpg,,,,,https://www.musinsa.com/products/5733085#review_82545303
2026-04-21 22:57:48,2026-02-14,5733085,심리스 와이드 헤드밴드  SOGY VPOR,82268275,일반,5,운동할때 진짜 머리길거나 땀마니나는 분들은 헤드밴드 필수임 땀냄세 억제하는 소재사용돼서 너무 좋고 짱짱해서 신축성과 복원력이 뛰어납니다,530e3d8e5b808,,,Solar Grey/Vapor · One Size,0,0,True,https://www.musinsa.com/data/estimate/5733085_0/f02c09283c3d4ed2b204a619d9b1bb14.jpg|https://www.musinsa.com/data/estimate/5733085_0/a81a45cdc872465c9daa141cedd067ba.jpg|https://www.musinsa.com/data/estimate/5733085_0/6752101a73a44239bddb23aa5eae6deb.jpg|https://www.musinsa.com/data/estimate/5733085_0/0df6b2a314cf4300a76ffb736043e07a.jpg|https://www.musinsa.com/data/estimate/5733085_0/68b1cea40f6e4ae9b3477f8378e3fae3.jpg,,,,,https://www.musinsa.com/products/5733085#review_82268275
2026-04-21 22:57:48,2026-02-14,5733085,심리스 와이드 헤드밴드  SOGY VPOR,82254714,일반,5,속건성 땀흡수력 모두 맘에 들고 착용 시 느낌이 좋네요,앞뜰자바,,,Solar Grey/Vapor · One Size,0,0,True,https://www.musinsa.com/data/estimate/5733085_0/010f877bf96047c8886caa0c2b736cb2.jpg,,,,,https://www.musinsa.com/products/5733085#review_82254714
2026-04-21 22:57:48,2026-02-13,5733085,심리스 와이드 헤드밴드  SOGY VPOR,82246041,일반,5,역시 룰루레몬  소재 피부에 자극없고 짱짱하고 스타일 나요 러닝할 때 매일 착용할래요 추천 ♥,Qoo120,,,Solar Grey/Vapor · One Size,7,0,True,https://www.musinsa.com/data/estimate/5733085_0/5844383a3cff402aa8b928b0508ba9a6.jpg|https://www.musinsa.com/data/estimate/5733085_0/95d7774a63d348038c94eccee8b09e08.jpg|https://www.musinsa.com/data/estimate/5733085_0/ddee8b94624446b5a2780588f66c295b.jpg,,,,,https://www.musinsa.com/products/5733085#review_82246041
2026-04-21 22:57:48,2026-02-11,5733085,심리스 와이드 헤드밴드  SOGY VPOR,82190900,일반,4,착용감이 편하고 밝은 그레이색이라 여러 의상에도 잘 어울려요.,따죠,,,Solar Grey/Vapor · One Size,0,0,True,https://www.musinsa.com/data/estimate/5733085_0/3032ead2efb0492597620f1eb120e194.jpg,,,,,https://www.musinsa.com/products/5733085#review_82190900
2026-04-21 22:57:48,2026-02-08,5733085,심리스 와이드 헤드밴드  SOGY VPOR,82124168,일반,5,"런닝할 때 모자 쓰니 불편해서 헤어밴드로 구매해봤는데, 고정력도 좋고 땀 흡수도 잘 되어 매우 만족합니다.",으바리,,,Solar Grey/Vapor · One Size,0,0,True,https://www.musinsa.com/data/estimate/5733085_0/de4dcd8ee9f14bd4875ec57d9964fd63.jpg,,,,,https://www.musinsa.com/products/5733085#review_82124168
2026-04-21 22:57:48,2026-02-07,5733085,심리스 와이드 헤드밴드  SOGY VPOR,82115871,일반,5,러닝할때 하기 좋습니다. 퀄리티가 아주 좋습니다.,풍덩풍덩,,,Solar Grey/Vapor · One Size,0,0,True,https://www.musinsa.com/data/estimate/5733085_0/0ca4da4ec94f405c9635f9d985892a51.jpg,,,,,https://www.musinsa.com/products/5733085#review_82115871
2026-04-21 22:57:48,2026-02-06,5733085,심리스 와이드 헤드밴드  SOGY VPOR,82088945,일반,4,운동할때 착용하기 좋아요 추천합니다 만족해요!,모호한살구색퍼프,,,Solar Grey/Vapor · One Size,0,0,False,,,,,,https://www.musinsa.com/products/5733085#review_82088945
2026-04-21 22:57:48,2026-02-06,5733085,심리스 와이드 헤드밴드  SOGY VPOR,82088875,일반,5,"아직 착용하고 뛰어보지는 않았지만 , 착용감이 좋고 흘러내릴거 같지도 않았습니다",부스나,,,Solar Grey/Vapor · One Size,0,0,False,,,,,,https://www.musinsa.com/products/5733085#review_82088875
2026-04-21 22:57:48,2026-02-05,5733085,심리스 와이드 헤드밴드  SOGY VPOR,82074177,일반,5,친구들에게 선물하였습니다. 너도 나도 아모띠다!!,전대미,,,Solar Grey/Vapor · One Size,0,0,False,,,,,,https://www.musinsa.com/products/5733085#review_82074177
2026-04-21 22:57:48,2026-02-05,5733085,심리스 와이드 헤드밴드  SOGY VPOR,82074173,일반,5,친구들에게 선물하였습니다. 너도 나도 아모띠다!!,전대미,,,Solar Grey/Vapor · One Size,0,0,False,,,,,,https://www.musinsa.com/products/5733085#review_82074173
2026-04-21 22:57:48,2026-02-05,5733085,심리스 와이드 헤드밴드  SOGY VPOR,82073996,일반,5,넉넉하고 머리카락을 잘 고정해줘서 운동할 때 편합니다,영사로,,,Solar Grey/Vapor · One Size,0,0,True,https://www.musinsa.com/data/estimate/5733085_0/23cf776734364859857fbe6c2c7ad027.jpg,,,,,https://www.musinsa.com/products/5733085#review_82073996
2026-04-21 22:57:48,2026-02-03,5733085,심리스 와이드 헤드밴드  SOGY VPOR,82029406,일반,5,명성에 걸맞는 착용감 역시는 역시네요 . 좋습니다,루키럭키,,,Solar Grey/Vapor · One Size,0,0,True,https://www.musinsa.com/data/estimate/5733085_0/9a147939a3f04d4cb2fbaa5732c7ef28.jpg|https://www.musinsa.com/data/estimate/5733085_0/c7e4c47746be41419d75cee08fe33a87.jpg,,,,,https://www.musinsa.com/products/5733085#review_82029406
2026-04-21 22:57:48,2026-01-30,5733085,심리스 와이드 헤드밴드  SOGY VPOR,81957650,일반,5,아모띠 보고 샀습니다. 텐션 쫀쫀하고 좋아요. 넓어서 머리 쫙 잡아줍니다.,개리와롤롤,,,Solar Grey/Vapor · One Size,0,0,False,,,,,,https://www.musinsa.com/products/5733085#review_81957650
2026-04-21 22:57:48,2026-01-28,5733085,심리스 와이드 헤드밴드  SOGY VPOR,81929717,일반,5,공기도 잘 통하고 두꺼운 것처럼 느껴지는 너비도 살짝 접어서 쓰면 자연스럽습니다 !,캉동스김,,,Solar Grey/Vapor · One Size,0,0,True,https://www.musinsa.com/data/estimate/5733085_0/81927de445d9405e93a97f5ef40e6365.jpg,,,,,https://www.musinsa.com/products/5733085#review_81929717
2026-04-21 22:57:48,2026-01-28,5733085,심리스 와이드 헤드밴드  SOGY VPOR,81913212,일반,5,전엔 공홈에서 정가주고 구매했는데 세일가에 구매해서 더 만족스럽네요,3호선라인,,,Solar Grey/Vapor · One Size,0,0,True,https://www.musinsa.com/data/estimate/5733085_0/82c97440a45448e4b1bc7048a276a547.jpg,,,,,https://www.musinsa.com/products/5733085#review_81913212
2026-04-21 22:57:48,2026-01-25,5733085,심리스 와이드 헤드밴드  SOGY VPOR,81857996,일반,5,배송도 빠르고 포장도 꼼꼼하게 퀄리티도 좋네요 잘 쓰겠습니다,조약돌남자,,,Solar Grey/Vapor · One Size,0,0,True,https://www.musinsa.com/data/estimate/5733085_0/743ff5a01b6f4c44b28379654aa7cde4.jpg,,,,,https://www.musinsa.com/products/5733085#review_81857996
2026-04-21 22:57:48,2026-01-25,5733085,심리스 와이드 헤드밴드  SOGY VPOR,81854251,일반,5,아직 착용은 안해봤지만 일단 쫀쫀하고 면적이넓어서 굿이네,크리에이티브존,,,Solar Grey/Vapor · One Size,0,0,True,https://www.musinsa.com/data/estimate/5733085_0/bb0a8b76d01c4c29ae26d0704e7a98cd.jpg,,,,,https://www.musinsa.com/products/5733085#review_81854251
2026-04-21 22:57:48,2026-01-24,5733085,심리스 와이드 헤드밴드  SOGY VPOR,81836506,일반,5,역시 믿고 사는 룰루레몬 헤드밴드 리뉴얼 버전이 좀 더 쫀쫀한 느낌이예요,부천일번지,,,Solar Grey/Vapor · One Size,1,0,True,https://www.musinsa.com/data/estimate/5733085_0/7e76305845b9405190fb54e7ee61566f.jpg|https://www.musinsa.com/data/estimate/5733085_0/25374e1611da4f2391645bc533add5e4.jpg|https://www.musinsa.com/data/estimate/5733085_0/6bc3bc73145f47e69b3bca018098df15.jpg,,,,,https://www.musinsa.com/products/5733085#review_81836506
2026-04-21 22:57:48,2026-01-24,5733085,심리스 와이드 헤드밴드  SOGY VPOR,81832387,일반,5,러닝할따 사용해봤는데 확실히 다른제품들과 다르게 쫀쫀하고 통기성이 좋아서 매우 만족 합니다.,무신고무신발,,,Solar Grey/Vapor · One Size,0,0,True,https://www.musinsa.com/data/estimate/5733085_0/9f9cef4cfa0745ba8d9e5c45333ef2ee.jpg,,,,,https://www.musinsa.com/products/5733085#review_81832387
2026-04-21 22:57:48,2026-01-23,5733085,심리스 와이드 헤드밴드  SOGY VPOR,81815008,일반,5,믿고 쓰는 메탈밴드 재질의 헤어밴드네요 착용감편해요,특별한파리벨트,,,Solar Grey/Vapor · One Size,0,0,True,https://www.musinsa.com/data/estimate/5733085_0/d1c3fabff83c4fd991a9e32a6b93c1e2.jpg,,,,,https://www.musinsa.com/products/5733085#review_81815008
2026-04-21 22:57:48,2026-01-21,5733085,심리스 와이드 헤드밴드  SOGY VPOR,81778632,일반,5,원래 진한색이 있었는데 성능은 최고여서 하나 더 구매했습니당 신축성 좋고 잘 말라요,현후느,,,Solar Grey/Vapor · One Size,0,0,True,https://www.musinsa.com/data/estimate/5733085_0/fcfbe5ebfd004c7599e65de6a0b48d7b.jpg,,,,,https://www.musinsa.com/products/5733085#review_81778632
2026-04-21 22:57:53,2026-04-09,5785396,스쿠바 오버사이즈드 풀집  GMST SLVR,83549838,스타일,5,"어디든 휘뚜루마뚜루... 크롭 기장이라 이너 길이만 잘 맞춰주면 운동시에도, 일상생활용으로도 손색이 없어요. 시즌별로 컬러 모읍니다. 퍼넬넥보다 오히려 더 손이 가요.",오늘은멜란지버튼,155.0,43.0,Grape Mist/Silver · XS/S,0,0,True,https://www.musinsa.com/data/estimate/5785396_0/ab080b983f27430c9fe7e02f691e4638.jpg,,,,,https://www.musinsa.com/products/5785396#review_83549838
2026-04-21 22:57:53,2026-04-04,5785396,스쿠바 오버사이즈드 풀집  GMST SLVR,83434910,스타일,5,이거 진~짜 넘 이뻐요!! 할인하는 품목이라 냅다 샀는데 기대이상이예요~ 플리스인데 얇고 납작해서 부피감 거의없어 봄인데 운동갈때 무조건 입어요~ 아더컬러 욕심나네요~,폭염엔남산크롭,164.0,49.0,Grape Mist/Silver · XS/S,0,0,True,https://www.musinsa.com/data/estimate/5785396_0/6d80d98282e64085bca534fa7950b867.jpg|https://www.musinsa.com/data/estimate/5785396_0/65ca8b6e95bb458291da9471f769d6d0.jpg,,,,,https://www.musinsa.com/products/5785396#review_83434910
2026-04-21 22:57:53,2026-03-17,5785396,스쿠바 오버사이즈드 풀집  GMST SLVR,83014810,스타일,4,오? 무지예쁩니다 색도 디자인도 찰떡이에요  근데 지퍼가 목부분에서 잘안올라갑니다 ㅠ,꿀딩꽃딩,158.0,50.0,Grape Mist/Silver · XS/S,0,0,True,https://www.musinsa.com/data/estimate/5785396_0/1f23d59a5cef4b66b47a3e7eec7bfd96.jpg,,,,,https://www.musinsa.com/products/5785396#review_83014810
2026-04-21 22:57:53,2026-03-08,5785396,스쿠바 오버사이즈드 풀집  GMST SLVR,82814280,스타일,5,스쿠바후드집업 마침 할인이라서 얼른샀어요!! 여유있는 핏에다가 목에서 더 올라오는 집업이라 더 따뜻하ㅐ요!! 워낙유명한 제품인데다 좋아하는 색이라 구매했어요. 톤다운된 퍼플색으로 넘예뻐요,블루베리식빵,167.0,50.0,Grape Mist/Silver · XS/S,0,0,True,https://www.musinsa.com/data/estimate/5785396_0/94ce12f8db7c47db9f64b1e5d9001e2f.jpg,,,,,https://www.musinsa.com/products/5785396#review_82814280
2026-04-21 22:57:53,2026-03-06,5785396,스쿠바 오버사이즈드 풀집  GMST SLVR,82762058,스타일,5,톤 다운된 보라라 너무 예뻐요. 많이 오버핏인지 xs도 크지 않고 예쁘게 맞습니다!!,활기찬인사동샌들,165.0,54.0,Grape Mist/Silver · XS/S,0,0,True,https://www.musinsa.com/data/estimate/5785396_0/f3d8afc0f9354c859bec862095675151.jpg,,,,,https://www.musinsa.com/products/5785396#review_82762058
2026-04-21 22:57:53,2026-02-27,5785396,스쿠바 오버사이즈드 풀집  GMST SLVR,82612047,스타일,5,무신사 할인 받아서 좀 더 저렴하게 구매했습니다. 크롭기장이라 m/l사이즈 구매했는데 부담스럽지 않아서 맘에들어요 기모이지만 가볍고 얇아서 편하게 입기 좋아요,똑똑한동대문힙본,163.0,58.0,Grape Mist/Silver · M/L,0,0,True,https://www.musinsa.com/data/estimate/5785396_0/a4dc96a8c2f8487c9519a51eb884235d.jpg,,,,,https://www.musinsa.com/products/5785396#review_82612047
2026-04-21 22:57:53,2026-04-17,5785396,스쿠바 오버사이즈드 풀집  GMST SLVR,83740675,일반,5,"처음 입어봤을 때 컬러감이 은은하게 잘 나와서 만족스러웠습니다. 그레이프 미스트 컬러가 과하지 않으면서도 포인트가 되는 느낌이라 운동복이나 데일리룩으로 활용하기 좋았습니다. XS/S 사이즈 기준으로 전체적으로 여유 있는 오버핏이라 편하게 입기 좋았고, 활동할 때도 불편함이 없었습니다. 원단도 부드럽고 신축성이 있어서 착용감이 괜찮았고, 가볍게 입기 좋은 풀집 스타일입니다.",앤틱한뉴욕턱시도,165.0,52.0,Grape Mist/Silver · XS/S,0,0,False,,,,,,https://www.musinsa.com/products/5785396#review_83740675
2026-04-21 22:57:53,2026-04-13,5785396,스쿠바 오버사이즈드 풀집  GMST SLVR,83654752,일반,5,컬러가 너무 예쁘고 어떤 하의와도 매치하기 좋은 톤이네요. 얇은 기모라서 활용도가 높고 길이가 너무 짧은 크롭이 아니라 편하게 입을 수 있을 것 같아요. 할인해서 저렴하게 구매해서 더 만족합니다.,박수받는그린모델,161.0,52.0,Grape Mist/Silver · XS/S,0,0,True,https://www.musinsa.com/data/estimate/5785396_0/4b997eea8f29413dbc206bab45f2d671.jpg,,,,,https://www.musinsa.com/products/5785396#review_83654752
2026-04-21 22:57:53,2026-04-04,5785396,스쿠바 오버사이즈드 풀집  GMST SLVR,83440121,일반,5,매장보다 훨씬 저렴하게 구매했어요 원단도 넘 좋아요,뻔뻔한신촌투피스,165.0,55.0,Grape Mist/Silver · XS/S,0,0,False,,,,,,https://www.musinsa.com/products/5785396#review_83440121
2026-04-21 22:57:53,2026-04-04,5785396,스쿠바 오버사이즈드 풀집  GMST SLVR,83434979,일반,5,할인할때 샀는데 넘넘 만족해요~ 가볍고 얇은 플리스라 부피감도 거의 없어서 요즘 운동갈때 무조건 입고 가요! 컬러도 톤다운 퍼플 이뻐요~~,폭염엔남산크롭,164.0,49.0,Grape Mist/Silver · XS/S,0,0,True,https://www.musinsa.com/data/estimate/5785396_0/dd5329932b2c4e72aac8f1b34112c238.jpg,,,,,https://www.musinsa.com/products/5785396#review_83434979
2026-04-21 22:57:53,2026-04-04,5785396,스쿠바 오버사이즈드 풀집  GMST SLVR,83430941,일반,5,배송도 빠르고 정말 마음에 들어요 소재가 너무 좋아요,고굼씨먀,165.0,55.0,Grape Mist/Silver · XS/S,0,0,False,,,,,,https://www.musinsa.com/products/5785396#review_83430941
2026-04-21 22:57:53,2026-04-04,5785396,스쿠바 오버사이즈드 풀집  GMST SLVR,83430939,일반,5,배송도 빠르고 정말 마음에 들어요 소재가 너무 좋아요,고굼씨먀,165.0,55.0,Grape Mist/Silver · XS/S,0,0,False,,,,,,https://www.musinsa.com/products/5785396#review_83430939
2026-04-21 22:57:53,2026-04-03,5785396,스쿠바 오버사이즈드 풀집  GMST SLVR,83426070,일반,5,사진이랑 똑같아요 배송도 빠르고 상품도 마음에 들어요,칸쵸빼로,165.0,50.0,Grape Mist/Silver · XS/S,0,0,False,,,,,,https://www.musinsa.com/products/5785396#review_83426070
2026-04-21 22:57:53,2026-04-03,5785396,스쿠바 오버사이즈드 풀집  GMST SLVR,83416451,일반,5,색이 오묘?함 생각보다 두꺼워요 환절기에만 입을듯,우아한신촌캡모자,166.0,69.0,Grape Mist/Silver · XS/S,0,0,False,,,,,,https://www.musinsa.com/products/5785396#review_83416451
2026-04-21 22:57:53,2026-04-03,5785396,스쿠바 오버사이즈드 풀집  GMST SLVR,83414291,일반,5,"룰루레몬 스쿠바 무신사 할인으로 드디어 겟했어요! GMST 컬러 유니크하면서도 톤다운이라 부담없고, 오버핏이라 편하게 막 입기 좋아요. 기모인데 가볍고 포근해서 데일리템으로 딱입니다. 만족!",hihid14,,,Grape Mist/Silver · M/L,0,0,False,,,,,,https://www.musinsa.com/products/5785396#review_83414291
2026-04-21 22:57:53,2026-04-01,5785396,스쿠바 오버사이즈드 풀집  GMST SLVR,83369836,일반,5,"원단이 부드럽고 신축성도 좋아서 활동할 때 전혀 불편함 없고, 가볍게 입기 좋아서 운동할 때나 그냥 데일리로도 잘 입어지네요.  가격대는 있는 편이지만, 확실히 입어보면 왜 그런지 알 것 같고 전체적으로 만족도 높은 제품이에요",눈부신자색밴드,163.0,55.0,Grape Mist/Silver · XS/S,0,0,False,,,,,,https://www.musinsa.com/products/5785396#review_83369836
2026-04-21 22:57:53,2026-04-01,5785396,스쿠바 오버사이즈드 풀집  GMST SLVR,83369524,일반,5,색감이 너무 예뻐서 보고 바로 구매했는데 실제로 받아보니까 더 만족스러웠어요. 그레이빛 도는 은은한 퍼플톤이라 부담스럽지 않고 고급스러운 느낌이에요.,눈부신자색밴드,163.0,55.0,Grape Mist/Silver · XS/S,0,0,False,,,,,,https://www.musinsa.com/products/5785396#review_83369524
2026-04-21 22:57:53,2026-03-31,5785396,스쿠바 오버사이즈드 풀집  GMST SLVR,83347074,일반,5,가볍게 산책할때 아주 좋아요 약간 무거운 느낌 있지만 톡톡함이 옷 형태 유지 잘 시켜줘서 좋아요 여행갈때는 캐리어에 접으면 부피좀 있어서 1박2일 정도에는 딱 좋아요,stella88,163.0,55.0,Grape Mist/Silver · XS/S,0,0,False,,,,,,https://www.musinsa.com/products/5785396#review_83347074
2026-04-21 22:57:53,2026-03-25,5785396,스쿠바 오버사이즈드 풀집  GMST SLVR,83210246,일반,5,사이즈도 딱 맞고 소재도 좋아서 정말로 매우 만족합니다,박에진,156.0,43.0,Grape Mist/Silver · XS/S,0,0,False,,,,,,https://www.musinsa.com/products/5785396#review_83210246
2026-04-21 22:57:53,2026-03-25,5785396,스쿠바 오버사이즈드 풀집  GMST SLVR,83210215,일반,5,가격 대비 품질이 정말 좋아서 꼭 재구매 할 것 같아요,박에진,156.0,43.0,Grape Mist/Silver · XS/S,0,0,False,,,,,,https://www.musinsa.com/products/5785396#review_83210215
2026-04-21 22:57:53,2026-03-25,5785396,스쿠바 오버사이즈드 풀집  GMST SLVR,83208862,일반,5,여러번 사용해도 변형 없이 잘 유지돼요 정말 너무 좋습니다,박재진.,172.0,67.0,Grape Mist/Silver · XS/S,0,0,False,,,,,,https://www.musinsa.com/products/5785396#review_83208862
2026-04-21 22:57:53,2026-03-23,5785396,스쿠바 오버사이즈드 풀집  GMST SLVR,83158102,일반,5,퍼넬넥 잘 입고 있어서 풀집업도 하나 구매합니다. 그레이시한 바이올렛 컬러라 유색이어도 부담스럽지 않아요. 은장 지퍼도 깔끔하구요. 추위 많이 타는 편이라 기모 선호하는데 무겁지 않고 좋습니다. 휘뚜루 마뚜루 입기에는 풀집이 나은 것 같아요.,오늘은멜란지버튼,155.0,43.0,Grape Mist/Silver · XS/S,0,0,True,https://www.musinsa.com/data/estimate/5785396_0/c73ae76d88534142a4c8d4aac82e4947.jpg,,,,,https://www.musinsa.com/products/5785396#review_83158102
2026-04-21 22:57:53,2026-03-20,5785396,스쿠바 오버사이즈드 풀집  GMST SLVR,83091665,일반,5,가성비 너무 좋고 디자인도 예뻐요 정말 강력 추천합니다,박재진.,172.0,67.0,Grape Mist/Silver · XS/S,0,0,False,,,,,,https://www.musinsa.com/products/5785396#review_83091665
